segmented_commentText,Label
"دائم ا ال شجر ه ال مثمر ه ت رمى ب احجار ه ف عادى هاى غير ه و حسد وهم ه نجومي ت هم طف ت وراح ه ف حاقد ين على كاظم لان ناجح و من تقدم الى تقدم مضغوط ين خطي ه كاظم تااااااج على راس هم كل هم على عناد ال يقبل و ال مايقبل و هاى حقيق ه مو كلام و بس
",P
"دائم ا كاظم فوك و غصب ا عن ال جميع و ال كويت ابقو حاقد ين ع ال عراق غصب ا عن كم كاظم فوك اذا لبنان سوت كاظم نجم ال كويت سو ت ه نجم ماكو نجم ي صير نجم اذا مو هو ه شخص مجتهد و شخص ناحج و صوت ه و شخصي ت ه و اخلاق ه ساعد ت ه و رح ي بقى ناجح غصب ا عن كم بس انتو ظلو حاقد ين كلما تحقد ون هو ه ي زيد نجاح اكثر
",N
"دائم ا متالق ه و ال انسان ال ناجح هو الى دايم ه ال ناس توقف بوي ها . . . اهني ها و الله من كل قلبى ملك ه قصبن عن اتخن تخين و صوت ها ب هالايام ما ي نوجد مثل ه الله ي وفق ها . . . ( ال ملك ه ) احﻻم
",N
"دااكلو نعول ات مونعال ال كويت اكبر سفل ه و طايح ين حظ و تافه ين ت روحول ه ف د و ه حرامي ه غير بكتو ال نفط و دخلل كم صدام هس ه صرتواوادم و هذاابوكرش حاسب نفس ه ف نان هوان ت هايش ه هواى علي ك . حواوين 😂😂😂
",P
"داكلى خر ه انتى و ال كويت مال تج جايب ين وحد ه سكران ه ت حجى ع ال قيصر هاى منو اصل ا 😂
",P
"دام ك مع ك جواز اوروبى ل يش ما ت نقلعى هناك و تخلصي نا من قرفك وع و مبسوط ه ب صدر ها و ل ك ال كلب ه و ال بقر ه ال هم صدر بس ي سعدى رب ال سيلك ون بس ما ت قربى من ال حرار ه ل تسحى اه اه ان ا ب غار منك ههههه ه و لك ان ت كبير ك ليل ه و تنكبى ب زبال ه تعدى مصريكى خلى مصريكى ي جبول ك ال احترام و ال كرام ه و اهم شى هو ال شرف ب تعرفى شو هو سامعيت وا ب حيا ت ك اشك يارب ارحم نا لا ت حاسب نا ب ما فعل وا سفهاء منا ي االله . . . .
",P
"دانتى فجر ه و شرموط ه ي نعل ابوكى كلب ابن كلب و اهلك كل هم ديوث ين
",P
"دايء تو خخخخخخ علي ن ه
",N
"دايئ تو
",N
"دايس علي هم ب ال قندره
",P
"دايما ال انسان ال ناجح و ال خلوق و ال متربى و اللى مي قدر وا ال ناس ي وصل وا اللى و صل وا . . . ب يحارب و ه و ي شوه وا سمعت وا . . . رفع ه ه ه ه ال جلس ه ه ه ه ه ه ه . . .
",N
"دبر حتى دبر 😐
",N
"ده دلع يا بت ال وسخه
",P
"ده سافل ه و بجح ه
",P
"دحين هذى على بال ها ان ها ت تكلم لبنانى ؟ ؟ هههههههههه ه
",N
"دخيل ال بك كل كلام ك عسسسسل و بس
",N
"دخيل الله ال كل جاى ي قول عمل نا كاظم كافى كافى كاظم عمل ه نفس ه ب نفس ه اذا استقبل بلد مو معنا ه عملو نجم زين اكو ملايين ال مطرب ين ي جون ل ل بنان و ل مصر ما صارو نجوم
",N
"دخيل الله ملحم برك ات و نضال ال احمدي ه مااثقل دم هم
",P
""" دخيل الله و الله مو قصدى شى بس شو هال "" "" ب زاز "" "" ! ! ! ! ! ! ! 😲😱 ""
",P
"دخيل تفاح ه ادم . . اللى قلعتلى عينى ب انوث ت ك 😂😂😂
",N
"دخيل ربو ل ل قيصر مافى من صوت ه و لا ادائ ه بل غنا من سوريا من ابن ل شام . . . ت حي ه ل ل قيصر😍😘😘
",N
"دخيل ك شو بدك فى سلام هيف ا ناقص ك جراثيم
",P
"دخيل ك يال هي
",N
"دخيل و انا محترام ه و بن ت حلال سير ين ت حيا ه من قلب اخت ك ال دوام ف وفو
",N
"درج ه انضغاط عالي ه جد ا فى ال فيديو ضد ابو وسام . . . . ن لاحظ ان ه ال فنان جورج و سوف ما كان مستعد ي فهم ال عبار ه على تشبي ه كاظم ال ساهر ل مهند محسن بان ه و سوف ال عراق ب ال عكس هذا ليس انتقاص بل جعل و سوف مقياس لان ه قام ه من قام ات ال غناء ال عربى اقصد و سوف . . لكن ال رجل عجيب امر ه كان مستعد ل ل هجوم على كاظم ب مجرد ذكر اسم ه . . يا اخى ما صار ي سلم علي ك ان ت ملتهى ب ال مخدر ات و خرف ت كاظم ما ال ه ذنب و الله ههههه ه
",N
"درس ت اغانى كاظم ال ساهر فى ال جامع ات ال امريك ي ه مثل جامع ه هارفرد وهى ت حتفظ فى مكتب ت ها ب ال بوم # ال عزيز و اغني ه ( كثر ال حديث ) درس ت فى جامع ه اوهايو من سن ه 1997 _ 1999 حول ال موسيقى ال شرقي ه و هو اول فنان عربى و ال وحيد الذى دخل ك افضل 40 ف نان ب ال عالم هذا ال قيصر باب ا اوصل وا ل مواصيل ه بعد ين اتكلم وا علي ه
",N
"دروح و يا حثال ه ال مجتمع
",P
"دروحى صخل ه هايش ه ام ال وسخ
",P
"درويش ه مسكين ه
",N
"دس ل ايك ك
",N
"دطيرو ت روحول ه فد و ه هو ه انسان راقى و محترم و الله ت روحول ه فد و ه
",P
"د طيرى روحى احجى ب لغ تج ب ال اول و بعد ين تعاى احجى على ال نجوم ال كبار
",N
"دفر ه ب خلق تج احلام
",N
"دفش ه ع ف كررر ه
",P
"دكااافى شخبصت ون ه ب ال كوويت طلعو وا ال خليج الى مسوو ين كاظم ال ساهر دكبر لف كم و لف كل واحد مظغووط و من وا انت وا حت ه ت عام وا شوون ي غنى قيصر ال اغني ه ال عربي ه
",P
"دكافى غير ه انسان ناجح و متالق و محترم و انت وا كاتل ت كم ال غير ه
",N
"دكلو عاع ا ع كول ه ال ابتدائي ه انت وا متجون ل قندر ه كاظم
",P
"دكلو نعل واحد واحد شلون عشر ه واحد اخيس من ال لاخ ي كفى هو ال قيصر و ابن ال عراق و اخلاق ه ي نحلف بيه ه و ال كل ت حب ه كل هم طلعو هم جابو ال حثلكي ه ي ريد ون ي نشخر ون ب راس ه و ي رد علي هم بس مارد لان ي عرف نفس ه شنو و شكد تعب الله ي طلع ه ه بيكم
",P
"دكلى خر ه انتى الى ماعندج شخصي ه انتى لو عندج شخصي ه جان ما قلتى ال كلام مر ه تحكين مصرى و مر ه لبنانى تف عليج
",P
"دكلى نعل ل تحجين ع شمس ت سواج و تسو ه راسج
",P
"دكوم ل ك جرجف
",N
"دكومى بي ه عينى تحجين على كاظم ي سواج و ي سوه ال كويت ام ال عيور ه
",P
"دكومى ت روحيل ه ف د و ه
",N
"دمشو زبال ه كاظم ال ساهر اي شرف ال عربان و انتو ت مش ون بسم ه و ال عرب ي تشرف ون ب ال قيصر كاظم ال ساهر
",P
"دم ها ت قيل و صوت ها ب يقرف
",P
"دم ها ثقيل جد ا و تاهيل الى ابعد ال حدود
",P
"دم ها ثقيل على ال قلب ، عجوز
",P
"دم ها ثقيييل ما ت دخل ل ل قلب ابد ا
",N
"دم ها ثقييييييييل
",N
"دم ها خفيف و جميل ه
",N
"دم ها كتير ثقيل و خاص ه وهى ب تهزر
",P
"دنتى كنتى ممثل ه ي ختى و جبتى طارى عيش ه عاقب ك الله فى نفوخ ك و هى ده عيش ه يا بيض ه ؟ ت سلم ال ايادى اللى خبط ت ب وجه ك
",P
"دنجبواا مضغوط ين 😒👌
",P
"دنجبوو قنادر انتو متوصل ون ضفر من كاظم و من اخلاق ه كبرر باع هذا ال مضعوط ال صوت ه ي لعب ال نفس محمد عبد ه ل من اسمع ه ت لعب نفسى من ال طرب و هذا ال دبشك ه ب لبل مادرى فيل ال خليج نبيل شعيل مضغوط ين ب اكثر من لقاء ع كاظم و هاى ال قندر ه مى ال عيدان انتى شنو ت روح ين ف د و ه ل كاظم زبال ه
",P
"دنعل اب و كم ﻻبو ال كويت يا كواويد صدام حسين دخلل كم ب ساع ه وحد ه و دمر كم و ل كم كاظم ب حال كم اصﻻ ي شترى ال كويت و اللى في ها يا كﻻب امريكا
",P
"ده انت محترم ه اووى
",N
"ده انتى هاتولعى فى نار جهنم
",P
"ده ع اساس ان سعاد حسنى شيخ ه ف ال ازهر مهى متناك ه ع كبير تبع صفوت ال شريف عاهر ه رقم 1 و محدش كان ي قدر ي قول علي ها كلم ه كان صفوت ال شريف فشخ امو . .
",P
"ده لو علاق ه فى كبري ه
",N
"ده مريض جداا ا يا حرااام عند مشاكل نفس ي ه و جنسي ه جد ا و جن ون و هوس ال جمال و حب ال نفس الله ي عافي نا
",P
"ده مش فن فعل ا ده جنس علني
",P
"ده ولد وش ده
",N
"دود ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه ه
",N
"دوكل خر ه ت روح فد و ه ل حذاء ال قيصر
",P
"دول ال عاهر ات محترم ين عن ها
",P
"دول وا اوصل وا نص الى وصل ال ه يال ه تحج وا
",N
"دول و ووو عاد ان ت ت لحكو على كاظم ترحول ه فد و ه من راس كم ال ساسكم هو من اسياد ك ال قيصر
",P
"دولى ادبسز هو انتى سكران ه ال كويت تاج راسج
",P
"دولى اصلن انتى مو محترم ه انت زبال ه اصلن انت مريض ه نفسي ا و هو ه ال اصل راغب ي فت هم مايح ت ك و ياج ما ي نزل نفس ه ل ل زبال ه اكلى خرا كافى ب رامجج ف اشل ه انت ف اشل ه اكعدى كافى جنج قرد
",P
"دوم سوى روح ا بريئ ه
",N
"دووولو كول ها دكول احن ه ل خلين ه كاظم هيج ي صير هههه ه و ل كم هو ه لو مو صوت ه حلو متتعارك ون علي ه و ناس دكول ال كويت هي ه ل خل ت ه هيج و ي كول ون لبنان و مصر ههه ه على كيف كم عيونى و ل كم هذا ال قيصير انشهر عالميآ مو بس عربي آ
",N
"دى ازاااى مطرب ه اصل ا . . . دى ف اشل ه
",P
"دى شرمط ه
",P
"دى ف نان ه ب تاع بورنو
",P
"دى قحب ه و بن ت ست ين كلب
",P
"دى قل ه ادب و سفال ه هتودونى ل حد ف ين بس
",P
"دى مجنون ه نظمى رسمى فهمى
",P
"دى مر لب و ه
",P
"دى مش اي نفع مع ه غير ظبر صعيدى من ال بلد عند ن ه عشان ت توب ال صعيدى ي خلى ت توب خالص ههههعععع
",P
"دى ب تشرب استركس جااااااااامد هههههههههههه ه
",P
"دى ب تعمل اغانى سكس مش ف دي وكلب
",P
"دى بنت معتو ها و هبل ه
",P
"دى ت روح تمثل ف ليم سكس احسن ي ليق بي ها و عند ها صدر و مؤخر ه كبير ه ي عتى ت ريح ال كتير دى عاهر ه
",P
"دى شرموط ه اصل ا و عايز ه حد لعب فى ك * ها 😠
",P
"دى عار على ال فن
",P
"دى ععععععععععععاهر ه رقم ١
",P
"دى ف اجر ه و زاني ه
",P
"دى قذار ه و انحطاط . . . جات كم ال ارف . . . لحم معفن
",P
"دى كمان ب جح ه و عيون ها واسع ه . . . ال ساقط ه ال قذر ه . . . فعل ا ال اختش وا مات وا
",P
"دى متناك ه كبير ه و شرموط ه
",P
"دى مجنون ه و الله ده اي ه ال قرف ده دى جاموس ه ب تتكلم مقزز ه ب جد حصل ت زوج ه ال نبى صلى الله علي ه و سلم يا قادر ه يا بجح ه اقول اي ه بس انتى عار على ال دول ال عربي ه و ال اسلامي ه 😤
",P
"دى مش احلام دى بقره😂
",P
"دى مش ب تمثل ال شعب ال مصرى ال شعب ال مصرى فى ناس كتير ه محترم ه
",N
"دى مش ب تمثل مصر و لا شعب ها ال محترم وكل بلد ب ها طالح و صالح ربى ي هدى ال جميع يارب
",N
"دى هبل ه
",P
"دى واحد ه ب تقول ك انا عايش ه عشان ال دلع ي احبيبتى ال دلع ده مش ب يبق ا هنا ال دلع ده لي ه مكان تانى مش قدم نا
",N
"دى و امثال ها هما اللى مسوئي ين سمع ه مصر حسبى الله و نعم ال وكيل
",N
"دى وحد ه عيز ه ال حرق
",P
"دى . و الله . و الله . شرموط ه . انا . من . اسودان .
",P
"د يحسس ونى ان ه كاظم اول واحد دخل ال كويت و كتب علي ها ال محافظ ه رقم 19
",N
"ديس لاي ك
",N
"ديس لاي ك ل وجه رغد ه
",N
"ديسلاي ك👎🏽👎🏽👎🏽👎🏽👎🏽
",N
"ديل هههههههه ه مافى داعى ن حكي
",N
"ديل ه قنادر ي اكوت ال خره و لبنان ام ال فساد و ل ملاهى ل يلي ه هههههههه ه و الله ضحكتونى هم ه اسو ال قنادر تاج راس كم ياحمير هو ه اسو ه روح ه و هو ه الى اشتهر بل ابداع مال ت ه جاو ازبايل كويت و لبنان ام ال ملاهى و ل قنادر ههههه ه
",P
""" دينكط ون هذولى غير ه و حسد من كاظم الله ي عيين ك ي ااغلآ انسان "" "" ي اكاظم ال عراق ال حبيب "" "" ""
",N
"ذا فويس اشهر برنامج مواهب عربي ه و ال سبب هو وجود كاظم ال ساهر واى برنامج ي ريد ي شتهر اول ضيف ي جيب و كاظم ال ساهر كاظم هو ال ي صنع ال شهر ه و هذولا مضغوط ين😎😎 # ال قيصر😎😎
",N
"ذا كيف ال امار ات قبل ت ي دخل اراضي ها ! ! !
",N
"ذحين صار ت استغفر الله و حسبى الله سب ه ! ؟ نسال الله ال عافي ه و منجد تراك حشر ه و تخوف و الله
",P
"ذكر ت حول الى ذكر ين وحد ه ب شع ه ب كل شى شكل اخلاق كل شى صوت ك زبال ه ملك ه ع نفس ك يامامي
",P
"ذكرنى ب هذا احسان دعدوش من ي كول ال برتقال ه ف يتام ين شى وشى ميشبه سى 😂
",N
"ذكرى احسن منك ي ملك ه ال بقر كل ال ناس ت تفوق فى صوت ذكرى هى ف نان ه ال خليج ال اولى و امير ه ال طرب ال عربى هى تونس ي ه و غنت خليجى احسن منك ذكرى اسطور ه ب طيب ت ها و صوت ها اللى اتفق علي ه اساتذ ت ال فن ال عربي
",N
"ذكرى ما نسي نا ك و ما حد بينسي نا صوت ك ال جميل و طيب ت ك و قدر ات ك ال غير موجود ه فى اى بشر رحم ك الله
",N
"ذنب عال فاضي
",N
"ذنوب على فاضي
",N
"ذنى صدك ي حجن ال كحاب
",P
"ذول مضغوط ين لان ماوصل ت ال شهرت كاظم فى ال عالم ال عربى و ال عالمي
",N
"ذول ه شنو ال عطل ات شبي كم مضغوط ين من كاظم لا و هاى ال عوب ه ت حجى علي ه و ين ال اثول و ال كتيب ه ي حجي
",P
"ذول ه كل هم كاظم تجاوز هم ب اخلاق ه هو ال فنان الى ي غنى اغني ه اسم ها مدرس ه ال حب ماذا ت توقع ون هل ي رد على هولاء ؟ ؟
",N
"ذول ه مضغوط ين عد هم تابع ه لازم ي روح ون روحانى ي سويل هم سبوح ات و ي قر ه علي هم ههههه ه و ل كم هذه تاج راس كم ازبايل ههه ه
",P
"ذول ه ي حجون وحد هم كاظم ال ساهر انى صنع ت ه و سوي ت ه و كبر ت ه لو ما انى كاظم و لا شى ههههههه ه شنو ال موضوع ما ضل واحد ما طلع صاحب فضل عال كاظم
",N
"ذى ال اشكال متا ت نقرض كمي ه قرف مو طبيعى و اللى فاقع قلبى ال شباب ميتين عند هم و هما عارف ين ان هم شباب متحول ين استغفرالله بس .
",P
"ذى قل ه ادب ياحيواااان ه
",P
"ذى وحد ه مريض ه مات ستحق لقب ال ملك ه
",P
"ذياب ه اللى ب غو ي ضرب و ها
",N
"ذيس مومين ت ال سن ه 😅😅😅😅😅
",N
"ذی ال ادمی ه مریض ه عقلی نا ماتفگر قبل ماتتگلم
",P
"رايى فى قضي ه روان و مريم ان هم كل هم غلطان ين زى ماقال زوج ها ب ال ضبط
",N
"رائح ه فم احلام كرائح ه طيز ها فرد شكل
",P
"رابع واحد الى لبس ابيض كانؤ صحى من نوم هههههه ه
",N
"راح اتقى من صدر ها
",N
"راح تضلى يا احلام ف نان ه كبير ه . . الله ي طول ب عمر ك و ت تحفي نا ب اغاتى جميل ه اكتر و اكتر
",N
"راح ت موت من ال قير ه من راغب علام ه ام ريح ه ال خايس ه تصلى ههه ب عزج خليه ه
",N
"راح ي موت كاظم ال ساهر ب سب ال بدو فى ال كويت ميخل ون ه ي دخل ل ل ثقاف ه ال بدوي ه ثقاف ه بول ال بعير و ل كم عد كم فنان ت سمع ه جميع بلدان ال عربي ه هى بدو ازبايل
",P
"راح ي موت ون من ال غير ه . . . ال قيصر كاتل هم 😂😂😂
",N
"راح ت ام ال لغ ه يا بقر ه
",P
"راح ت ام لغ ه الع ر بي ه كبر
",N
"رادو ي نتقص ون من عند ه بس معرف وا شلون 😂😂😂
",N
"راضي ين لان هم و سخين زي ك و انتى طال عتل هم
",P
"راعي ه مشاكل هل ال طقاق ه . بس ناقص ها بعد ال طلع ه اوريك
",P
"راغب علام ه سيد ك ي احلام و سيد كل الى ب يت كلم علي ه هوا انسان رائع و متربى و ذو اخلاق عالي ا
",N
"راغب علام ه ناقص رجول ه و نتى ملك ه يا احلام
",P
"راغب اكبر من كل ال تفاه ات
",N
"راغب احسن منك ب مليون مر ه يا بقر ه
",P
"راغب ارقى و اهذب ب اسلوب ه من هذى ال حافي ه اللى لس ه ممصدك ه صار عد ها فلوس . تزعزع شخصي ت ها ي بين من استخدام ها كلم ه من كل لهجه فى كلام ها ف ليس ل ها هوي ه ذاتي ه . و ب ال نهاي ه هى ت بيض طناجر لل ام بى سى و اصحاب ها لان ب دون هم مافى احد ي تطلع ب خلق ت ها و لا ت سو ه فلس
",P
"راغب انسان تاف ه
",P
"راغب انسان جميل انا احب ه ك ال فنان
",N
"راغب انسان قذر لا حياء و لا مرؤ ه و لا شهام ه كل لحظ ه و ال ثاني ه ي تحيل فرص ه ي ضحك و لا ي فشل احلام . . . اشباه ال رجال
",P
"راغب ب يسوى راسك و ان ت يلى مو و اثق ه ب حال ك
",P
"راغب تاج راسك يا خنزير ه ب كر ه ك كتير 😠
",P
"راغب تاج . راس ك
",N
"راغب تصرف ات ه P ل احلام و اسلوب تاف ه صراح ه مع انى احب اسمعل ه و ما اسمع ل احلام
",P
"راغب حتى مع كلام ه مع زوج ت ه غريب . . ي عانى من شخصي ه كريه ه
",N
"راغب حرام شى لى ي عمل و فى احلام حرام مع الله
",N
"راغب دول ه و علم كل هم اي غار ون من ه اول هم احلام 😂سواه ه و بجاه ه لل ال خبيث ه هاى امسمي ه روح ه ال ملك ه انتى و نعالى ملك ت ال غير ه ت رهم اكثر 😂😃😥😎
",P
"راغب زنو ه شيعي
",N
"راغب شايب مخرف رفع عن ه ال قلم كفو احلام نحب ك ب زاف
",N
"راغب شايف نفس ه
",N
"راغب شبيح كلب ل بشار و حزب ال شيطان
",P
"راغب شخص راقيى . . و ال ان برنامجوو احسن من ارب اي دول
",N
"راغب شو ? بس قدام احلام ال ملك ه . . . . . ال كبير كبير رحم الله امرء عرف قدر نفس ه .
",N
"راغب عايز ي عمل معلم معرفش و هو اللى جاب نانسى علشان ب طحفش وا احلام و ال شافعى و ال برنامج اصل ا سياسي
",N
"راغب علام ه ي تمشكل مع احلام دائم ا و راغب علام ه حقير جد ا وعديم اخلاق
",P
"راغب علام ه احسن منك ب كثير لان ه انسان و ديع و ي حترم حال ه لكن ان ت يا احلام زود ت ها معا ه كثير
",N
"راغب علام ه اكبر منك ب كتير يا احلام . ل ل اسف ما حدش عرف ك حدود ك ل ل اسف
",N
"راغب علام ه احسن صوت و حضور افضل منك ياماحد ال بڨر ه ن ت ماكيش ملك ه و انما نمل ه تافه ه و مغرور ه
",P
"راغب علام ه تاج على راسك فرح ظاظ ا
",N
"راغب عﻻم ه تاج على راسك يابياع ه ال بصل
",P
"راغب علام ه رجال ب معنى ال كلم ه ما حكم ت في ه امراه ووائل قوم تبع ي خاف من احلام هو وكل ال لجنه و راغب علام ه مثال ال رجل ال عربى مثل ما ي قول و ابضاي
",N
"راغب علام ه سوبر ستار و انسان متواضع
",N
"راغب علام ه سيد ك و سيد سيد ك ال غير ه قتل ت ك
",P
"راغب علام ه ظالم كان ي عامل احلام ب طريق ه سيئ ه ت خلو من ال احترام وهى اذا دافع ت عن نفس ها ي قول ون مغرور ه ! ! اعتقد ان هذا ظلم
",N
"راغب علام ه ظلم احلام و شوه سمع ت ها ل ان ال بعض صدقو ا و هو ي لى اف تعل ال مشاكل
",N
"راغب علام ه فنان محترم ل ه شعبي ت ه ال مشهور ه و هو سوبر ستار . هو اللذي انسحب من عرب اي دول لان ه لاي ستطيع ان ي عمل مع ناس مغرور ه ل اتفهم و نانسى عجرم جميل ه و فنان ه محترم ه و بعض ال فنان ات لم ي ستطيع وا ان ي وقف وا ال غير ه ال قاتل ه من نانسى عجرم و هذى هى سبب ال مشكل ه .
",N
"راغب علام ه ف نان و نجم و ستار و انسان محترم و تاريخ . . . . . روحى داوى نفس ك من مرض ال انا . . . . . . . . .
",P
"راغب علام ه كلب و ب يحب نانسى و نانسى كمان ب تتكلبن علي ه و بيت عامل ب شكل قليل ادب مع احلام واضح ل ل اعمى من تصرف اتو و ضحكو علي ها احلام لطيف ه و محترم ه و متواضع ه الله ي عين ها على هيك اشكال
",P
"راغب علام ه لا ي جب ان ي حط راس ه فى راس ال ملك ه احلام ي روح ي لقط زبال ه فى شوارع لبنان افضل ل ه
",P
"راغب علام ه متكبر و حقير
",P
"راغب علام ه مشواثق فى نفس ه . ي حرق ام ال ثق ه الى عند ك فعل ا انك بقر ه قال ت انا ملك ه ل اصوت و لا صور ه .
",P
"راغب علام ه معندوش ثق ه ف نفس ه ال نجاح و استمرار ي ه دى كل ها و اغاني ه ال قديم ه اللى ل س ه عايش ه معندوش ثق ه ف نفس ه انتى ب تهبلى ف كلام اكيد
",N
"راغب علام ه نجم غصب عن راس الى خلفواحلام
",N
"راغب علام ه ماعند ه شى انا ركب ت مع ه ايقاع ات ماهو فنان حقيقى اتحدا ه ي غنى صح مع طاقم موسيقى كامل مايجى ربع اداء احلام و ت عرف ون معان ات ال فنان ال طردنق ي ه و معان ات تركيب ال ايقاع ات مع هم اما الآن ي جي ه كل شى على كيف ه تطور ات اجهز ه
",N
"راغب علام ه اغانى نجوى و حلو
",N
"راغب علام ه انا انصحك نصيح ه ت لبس ت نور ه اوفستان و ت جلس جنب ن نسى ي احمار
",P
"راغب عﻻم ه ب ربربربر عاشق ه احﻻم
",N
"راغب علام ه حرم ه ابو كلب
",P
"راغب علام ه زود ها مع احلام و ال حرك ات اللى ي عمل ها طفولي ه و مصدر ها ال غيررررررر ه و الله ي حمي ن ا من ال حاسد ين ال حاقد ين لكن ال واحد ي كون حقانى و ي نصر ال مظلوم
",N
"راغب علام ه سخيف
",P
"راغب علام ه قال احلام ت غار من دلعى ل ل ناننسى . . ل ان نانسى ب نبت و انثى و هذى ت خط ت حدود ال انوث ه ههههههههههههههههههههههههههههههههههههه ه
",N
"راغب علام ه كان ي عتبر هاذ ه ال مناقش ات ف كاه ه و ماحسس ال جمهور بشى و قال انسحب من ال برنامج ل ضروف اخری اما ال طقاق ه احلام ت قول راغب ازعجنى و مدرى ايش هنا ي وجد ال فرق بين ال فنان و ال طقاق ه ؟ ؟ ؟
",P
"راغب عﻻم ه مال ه ااا لا اغني ت ين وش جاب ه ل مستوى عم ت ه احﻻم
",N
"راغب علام ه و سخ بياع شاورما . اشتري ه ب ريال ين . عجوز متصابى . تفوو ه علي ه و على من ي تشدد ل ه
",P
"راغب علام ه ى ال شيعى كل تبن
",P
"راغب غبى ، ، ، ، ب حبك احلام
",P
"راغب فعل ا تصرف ات ه مع ال نجوم ت دل على خوف كبير من ال نجوم و نيشان ي حاول ي قف فى صف راغب , ت ظل احلام نجم ه ال خليج و ال عالم ال عربى ال غنائى وهى ال وحيد ه التى استطاع ت انجاح ال برنامج
",N
"راغب فنان رغب كل عيوب ه بس مش مغرور زى احلام انتى كل همك فى ال برنامج انك ت سيطرى علي ه مفيش اى حكم ب يجى ي تكلم غير لما ت قاطع ي ه و ت تكلمى انتى مش محترم ه زميل ك ابد ا عى ال هوا مقاطع ت ل ل حكام دى اصلال ا اكبر مضايق ه عملت ي ها لي هم الى مضيق تش حد قال
",N
"راغب ف نان مبدع ي املك ه ال قرود
",P
"راغب كره ت ك ل يش مازحفتل ها ل حلام ال زاحف ه
",P
"راغب لسان ه و سخ
",P
"راغب ما ب حب احلام لان ها موشقر ه متل نانسى و لا عيون ها خضر زى هيف ا و لا ن حيف ه زى ميريام , , , , بدو هز و نط ورقص , , , و هذا ليس دفاع ا عن احلام ب قدر ما هو ايضاح حقيق ه راغب و ماذا ي ريد ب ال ضبط . . , ,
",N
"راغب ما ب يسوى خرى احلام قصدى سموم ال ملك ه احلام ام ف هد و راغب خرى و صوت زي ه خرى و هو ما ب يسوى كعب رجل سموم ال ملك ه احلام ام ف هد🏤🏤🏫🏫👑👑👑👑👑👑 وهى ملك ه على ال عرش و ملك ه على ال كون كل ه
",P
"راغب ماترك ارب اي دل ال ا ب سبب احلام و ذهب الى ال برنامج ال اخر اكس ف اكتور . . . و كل ها تحت مضل ه ام بى سى . . . . و ام بى سى ماحب ت ت خسر راغب . . . و احلام ب صراح ه سيئ ه جد ا فى كل شى . . . و ليس ت ملك ه
",N
"راغب مافي ه رجول ه في ه انوث ه لعن ه الله علي ه و بعد ين
",P
"راغب ماهم ه ال مشترك ين و ال غلط من ال شيخ ال وليد ال ابراهيم ال مفروض ي قول ه ب ربربربر
",N
"راغب متعصب جد ا
",N
"راغب مش و اتق فى حال و هههه ه اد ا راغب مش و اثق ب حال و مين بدو ي ثق ب حال و
",N
"راغب مش و اثق ب حال و الله ي اخد ك ههه ه ضحكتي ني
",P
"راغب مغرور
",P
"راغب نجم ال عرب ال اول وكل ماشاهد نا ه ت ستحقين ه يا تافه ه يا بشع ه
",P
"راغب نجم و سبر ستار رغم علي ك يا ال مجنون ه انتى مو طبيعي ه يا احلام
",P
"راغب هو من قلل احترام احلام باهان ات ه ال ايحائي ه ل انوث ت ها و ب تصرف ات ه التى تذكر نى ب مكايد ال نساء عموم ا ال موسم ال ثالث لن ي كون ناجح ب دون راغب
",N
"راغب واحلام شطوتين ل طيز واحد
",P
"راغب و سخ و مش كثير مجرد لبنانى ! شو راح ي كون . . . . . . . و قنا ه ام بى سى خليجي ه ي عنى غصب ا عن راغب و غير راغب و غصب ا عن كل ال لبناني ين ال وقح ين مثل راغب . و اتمنى ال سيزن 3 احلام ت كسررررررررررر خشم راغب كسر .
",P
"راغب و نانسى منور ين اارب اي دل و انتى مسخر ه ال جمهور ي افشل ه ههههههههههههههه ه
",P
"راغب ي كره احلام لان شعبي ت ها اكثر من عند ه
",N
"رافع ضغطى ال مذيع
",N
"راقي ه و محترم ه 👌
",N
"راقي ه 😍
",N
"راقي ه و حباب ه اموت علي ه ه
",N
"راكم تطلع و فى ال صوارخ ! ! ههههه ه
",N
"رايى لازم ي منع و ال عرب ي دخل و تايلاند قبل ما ت تكاثر ها ال اشكال ال قذر ه
",P
"ربح ت احﻻم ما ت ريد ه ب خروج راغب عﻻم ه و ذلك لقو ه شخصي ت ها و ضعف شخصي ه راغب و ذلك صدم ه ل نا ل حقيق ه راغب ال ضعيف ه
",N
"ربح ت احﻻم ما ت ريد ه ب خروج راغب عﻻم ه و ذلك لقو ه شخصي ت ها و ضعف شخصي ه راغب و ذلك صدم ه ل نا ل حقيق ه راغب ال ضعيف ه
",N
"ربك علا ا راب ال كنتاكي
",P
"رب نا الله ادب من ال اخر
",N
"رب نا ل اتبلا نا ب ما فعل ال سفهاء منا . . . . الله ي هدى ال جميع .
",N
"ربنا ي اخد ك انتى و ال اسد . . حقير ه
",P
"ربنا ي اخد ك انتى و ب شار ب ليل ه وحد ه
",P
"ربنا ي اخد ك يا زبال ه انتى و هو ال وساخ ه عنوان ك
",P
